Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,471364,-,-,-,40.17,-105.5,0,2676,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.1.2.dev4+g3b38bc8.d20250228
Year,Month,Day,Hour,Minute,DHI,DNI,Temperature
2011,1,6,0,30,0,0,-7.5
2011,1,6,1,30,0,0,-7.9
2011,1,6,2,30,0,0,-8.3
2011,1,6,3,30,0,0,-8.6
2011,1,6,4,30,0,0,-8.9
2011,1,6,5,30,0,0,-9.1
2011,1,6,6,30,0,0,-9.200000000000001
2011,1,6,7,30,0,0,-9.200000000000001
2011,1,6,8,30,0,0,-9
2011,1,6,9,30,0,0,-8.6
2011,1,6,10,30,0,0,-8.1
2011,1,6,11,30,0,0,-7.7
2011,1,6,12,30,0,0,-7.5
2011,1,6,13,30,0,0,-7.4
2011,1,6,14,30,0,0,-6.9
2011,1,6,15,30,94,3,-5.5
2011,1,6,16,30,141,424,-3.8000000000000003
2011,1,6,17,30,213,419,-2.5
2011,1,6,18,30,250,413,-1.5
2011,1,6,19,30,201,551,-1
2011,1,6,20,30,227,373,-0.9
2011,1,6,21,30,239,94,-1.4000000000000001
2011,1,6,22,30,34,811,-2.5
2011,1,6,23,30,20,0,-3.7
2011,1,7,0,30,0,0,-4.2
2011,1,7,1,30,0,0,-4.2
2011,1,7,2,30,0,0,-4.2
2011,1,7,3,30,0,0,-4.3
2011,1,7,4,30,0,0,-4.4
2011,1,7,5,30,0,0,-4.5
2011,1,7,6,30,0,0,-4.7
2011,1,7,7,30,0,0,-4.800000000000001
2011,1,7,8,30,0,0,-4.9
2011,1,7,9,30,0,0,-5.1000000000000005
2011,1,7,10,30,0,0,-5.2
2011,1,7,11,30,0,0,-5.4
2011,1,7,12,30,0,0,-5.5
2011,1,7,13,30,0,0,-5.5
2011,1,7,14,30,0,0,-5
2011,1,7,15,30,31,745,-3.5
2011,1,7,16,30,44,895,-1.6
2011,1,7,17,30,51,962,0
2011,1,7,18,30,55,991,0.9
2011,1,7,19,30,55,994,1.3
2011,1,7,20,30,53,973,1.2000000000000002
2011,1,7,21,30,49,914,0.4
2011,1,7,22,30,38,791,-1.5
2011,1,7,23,30,17,449,-4.1000000000000005
2011,1,8,0,30,0,0,-5.7
2011,1,8,1,30,0,0,-6
2011,1,8,2,30,0,0,-6
2011,1,8,3,30,0,0,-6
2011,1,8,4,30,0,0,-5.9
2011,1,8,5,30,0,0,-5.800000000000001
2011,1,8,6,30,0,0,-5.7
2011,1,8,7,30,0,0,-5.5
2011,1,8,8,30,0,0,-5.4
2011,1,8,9,30,0,0,-5.300000000000001
2011,1,8,10,30,0,0,-5.300000000000001
2011,1,8,11,30,0,0,-5.2
2011,1,8,12,30,0,0,-5.2
2011,1,8,13,30,0,0,-5.1000000000000005
2011,1,8,14,30,0,0,-4.2
2011,1,8,15,30,81,8,-2.2
2011,1,8,16,30,164,30,0.1
2011,1,8,17,30,202,19,1.7000000000000002
2011,1,8,18,30,153,3,2.4000000000000004
2011,1,8,19,30,107,0,2.5
2011,1,8,20,30,154,3,2
2011,1,8,21,30,131,8,0.6000000000000001
2011,1,8,22,30,34,0,-0.8
2011,1,8,23,30,12,0,-1.8
2011,1,9,0,30,0,0,-2.5
2011,1,9,1,30,0,0,-3
2011,1,9,2,30,0,0,-3.2
2011,1,9,3,30,0,0,-3.4000000000000004
2011,1,9,4,30,0,0,-3.7
2011,1,9,5,30,0,0,-4.2
2011,1,9,6,30,0,0,-4.6000000000000005
2011,1,9,7,30,0,0,-5
2011,1,9,8,30,0,0,-5.300000000000001
2011,1,9,9,30,0,0,-5.800000000000001
2011,1,9,10,30,0,0,-6.5
2011,1,9,11,30,0,0,-7.4
2011,1,9,12,30,0,0,-8.6
2011,1,9,13,30,0,0,-9.5
2011,1,9,14,30,0,0,-9.4
2011,1,9,15,30,90,9,-8
2011,1,9,16,30,77,0,-6.7
2011,1,9,17,30,198,14,-6.2
2011,1,9,18,30,65,0,-6.300000000000001
2011,1,9,19,30,53,0,-6.9
2011,1,9,20,30,37,0,-7.6000000000000005
2011,1,9,21,30,65,0,-8.4
2011,1,9,22,30,145,81,-9.4
2011,1,9,23,30,26,0,-10.5
2011,1,10,0,30,0,0,-11.600000000000001
2011,1,10,1,30,0,0,-12.9
2011,1,10,2,30,0,0,-14
2011,1,10,3,30,0,0,-14.700000000000001
2011,1,10,4,30,0,0,-15.200000000000001
2011,1,10,5,30,0,0,-15.8
2011,1,10,6,30,0,0,-16.1
2011,1,10,7,30,0,0,-16.400000000000002
2011,1,10,8,30,0,0,-16.8
2011,1,10,9,30,0,0,-17.5
2011,1,10,10,30,0,0,-18.1
2011,1,10,11,30,0,0,-18.7
2011,1,10,12,30,0,0,-19.3
2011,1,10,13,30,0,0,-19.6
2011,1,10,14,30,0,0,-19.5
2011,1,10,15,30,41,742,-18.3
2011,1,10,16,30,57,919,-16.400000000000002
2011,1,10,17,30,65,997,-14.9
2011,1,10,18,30,68,1035,-14.200000000000001
2011,1,10,19,30,68,1039,-13.9
2011,1,10,20,30,320,83,-14
2011,1,10,21,30,244,179,-14.4
2011,1,10,22,30,45,835,-15.200000000000001
2011,1,10,23,30,29,1,-16.5
2011,1,11,0,30,0,0,-17.7
2011,1,11,1,30,0,0,-18.6
2011,1,11,2,30,0,0,-19.3
2011,1,11,3,30,0,0,-19.6
2011,1,11,4,30,0,0,-19.8
2011,1,11,5,30,0,0,-19.8
2011,1,11,6,30,0,0,-19.900000000000002
2011,1,11,7,30,0,0,-19.8
2011,1,11,8,30,0,0,-19.6
2011,1,11,9,30,0,0,-19.6
2011,1,11,10,30,0,0,-19.6
2011,1,11,11,30,0,0,-19.8
2011,1,11,12,30,0,0,-20
2011,1,11,13,30,0,0,-20.200000000000003
2011,1,11,14,30,0,0,-19.400000000000002
2011,1,11,15,30,113,42,-17.3
2011,1,11,16,30,44,972,-15.100000000000001
2011,1,11,17,30,50,1038,-13.5
2011,1,11,18,30,56,1062,-12.4
2011,1,11,19,30,57,1066,-11.700000000000001
2011,1,11,20,30,53,1049,-11.4
2011,1,11,21,30,50,994,-11.700000000000001
2011,1,11,22,30,39,883,-13
2011,1,11,23,30,31,0,-14.9
2011,1,12,0,30,0,0,-16.2
2011,1,12,1,30,0,0,-17.1
2011,1,12,2,30,0,0,-17.7
2011,1,12,3,30,0,0,-18.2
2011,1,12,4,30,0,0,-18.3
2011,1,12,5,30,0,0,-18.3
2011,1,12,6,30,0,0,-18.2
2011,1,12,7,30,0,0,-18.1
2011,1,12,8,30,0,0,-18
2011,1,12,9,30,0,0,-17.7
2011,1,12,10,30,0,0,-17.3
2011,1,12,11,30,0,0,-16.900000000000002
2011,1,12,12,30,0,0,-16.400000000000002
2011,1,12,13,30,0,0,-15.700000000000001
2011,1,12,14,30,0,0,-14.100000000000001
2011,1,12,15,30,89,301,-11.200000000000001
2011,1,12,16,30,43,918,-8
2011,1,12,17,30,163,589,-5.300000000000001
2011,1,12,18,30,56,1000,-3.5
2011,1,12,19,30,56,1004,-2.7
2011,1,12,20,30,334,99,-2.6
2011,1,12,21,30,160,7,-3.3000000000000003
2011,1,12,22,30,94,4,-4.9
2011,1,12,23,30,29,1,-6.5
2011,1,13,0,30,0,0,-7.2
2011,1,13,1,30,0,0,-7.300000000000001
2011,1,13,2,30,0,0,-7.2
2011,1,13,3,30,0,0,-7
2011,1,13,4,30,0,0,-6.9
2011,1,13,5,30,0,0,-6.9
2011,1,13,6,30,0,0,-6.9
2011,1,13,7,30,0,0,-6.800000000000001
2011,1,13,8,30,0,0,-6.800000000000001
2011,1,13,9,30,0,0,-6.7
2011,1,13,10,30,0,0,-6.5
2011,1,13,11,30,0,0,-6.2
2011,1,13,12,30,0,0,-5.9
2011,1,13,13,30,0,0,-5.7
2011,1,13,14,30,0,0,-5.2
2011,1,13,15,30,9,0,-4
2011,1,13,16,30,48,882,-2.2
2011,1,13,17,30,56,960,-0.7000000000000001
2011,1,13,18,30,57,994,0.30000000000000004
2011,1,13,19,30,284,323,0.8
2011,1,13,20,30,207,473,0.8
2011,1,13,21,30,49,927,0.1
2011,1,13,22,30,39,824,-1.7000000000000002
2011,1,13,23,30,29,0,-3.6
2011,1,14,0,30,0,0,-4.5
2011,1,14,1,30,0,0,-4.6000000000000005
2011,1,14,2,30,0,0,-4.2
2011,1,14,3,30,0,0,-3.8000000000000003
2011,1,14,4,30,0,0,-3.5
2011,1,14,5,30,0,0,-3.5
2011,1,14,6,30,0,0,-3.6
2011,1,14,7,30,0,0,-3.6
2011,1,14,8,30,0,0,-3.7
2011,1,14,9,30,0,0,-4.2
2011,1,14,10,30,0,0,-4.6000000000000005
2011,1,14,11,30,0,0,-5
2011,1,14,12,30,0,0,-5.4
2011,1,14,13,30,0,0,-5.7
2011,1,14,14,30,0,0,-5.2
2011,1,14,15,30,32,760,-3.5
2011,1,14,16,30,45,909,-1.8
2011,1,14,17,30,53,975,-0.4
2011,1,14,18,30,59,1010,0.5
2011,1,14,19,30,62,1009,0.8
2011,1,14,20,30,59,992,0.7000000000000001
2011,1,14,21,30,53,940,-0.30000000000000004
2011,1,14,22,30,42,826,-2.2
2011,1,14,23,30,28,0,-4.1000000000000005
2011,1,15,0,30,0,0,-4.9
2011,1,15,1,30,0,0,-5.2
2011,1,15,2,30,0,0,-5.300000000000001
2011,1,15,3,30,0,0,-5.300000000000001
2011,1,15,4,30,0,0,-5.2
2011,1,15,5,30,0,0,-5.2
2011,1,15,6,30,0,0,-5.300000000000001
2011,1,15,7,30,0,0,-5.300000000000001
2011,1,15,8,30,0,0,-5.2
2011,1,15,9,30,0,0,-4.9
2011,1,15,10,30,0,0,-4.9
2011,1,15,11,30,0,0,-5.2
2011,1,15,12,30,0,0,-5.300000000000001
2011,1,15,13,30,0,0,-5.5
2011,1,15,14,30,0,0,-4.9
2011,1,15,15,30,105,30,-3.3000000000000003
2011,1,15,16,30,162,360,-1.3
2011,1,15,17,30,301,140,0.4
2011,1,15,18,30,295,54,1.2000000000000002
2011,1,15,19,30,313,66,1.1
2011,1,15,20,30,280,242,0.4
2011,1,15,21,30,167,8,-0.9
2011,1,15,22,30,46,797,-2.3000000000000003
2011,1,15,23,30,29,0,-3.2
2011,1,16,0,30,0,0,-3.8000000000000003
2011,1,16,1,30,0,0,-4.6000000000000005
2011,1,16,2,30,0,0,-5.4
2011,1,16,3,30,0,0,-5.800000000000001
2011,1,16,4,30,0,0,-5.9
2011,1,16,5,30,0,0,-5.7
2011,1,16,6,30,0,0,-5.800000000000001
2011,1,16,7,30,0,0,-6.1000000000000005
2011,1,16,8,30,0,0,-6.4
2011,1,16,9,30,0,0,-6.7
2011,1,16,10,30,0,0,-6.7
2011,1,16,11,30,0,0,-6.5
2011,1,16,12,30,0,0,-6.2
2011,1,16,13,30,0,0,-6.2
2011,1,16,14,30,0,0,-5.4
2011,1,16,15,30,109,47,-3.6
2011,1,16,16,30,194,195,-1.9000000000000001
2011,1,16,17,30,196,10,-0.8
2011,1,16,18,30,261,25,-0.1
2011,1,16,19,30,242,25,0.6000000000000001
2011,1,16,20,30,267,73,1.1
2011,1,16,21,30,53,914,0.9
2011,1,16,22,30,42,802,0.1
2011,1,16,23,30,22,516,-0.8
2011,1,17,0,30,0,0,-1.2000000000000002
2011,1,17,1,30,0,0,-1.3
2011,1,17,2,30,0,0,-1.4000000000000001
2011,1,17,3,30,0,0,-1.2000000000000002
2011,1,17,4,30,0,0,-0.8
2011,1,17,5,30,0,0,-0.7000000000000001
2011,1,17,6,30,0,0,-0.7000000000000001
2011,1,17,7,30,0,0,-0.9
2011,1,17,8,30,0,0,-0.8
2011,1,17,9,30,0,0,-0.7000000000000001
2011,1,17,10,30,0,0,-0.7000000000000001
2011,1,17,11,30,0,0,-0.9
2011,1,17,12,30,0,0,-1.2000000000000002
2011,1,17,13,30,0,0,-0.9
2011,1,17,14,30,0,0,0.30000000000000004
2011,1,17,15,30,8,0,1.8
2011,1,17,16,30,18,0,2.8000000000000003
2011,1,17,17,30,14,0,3.1
2011,1,17,18,30,252,23,2.9000000000000004
2011,1,17,19,30,285,75,2.6
2011,1,17,20,30,83,0,2.3000000000000003
2011,1,17,21,30,9,0,1.7000000000000002
2011,1,17,22,30,64,0,0.4
2011,1,17,23,30,26,0,-1.2000000000000002
2011,1,18,0,30,0,0,-2.2
2011,1,18,1,30,0,0,-2.6
2011,1,18,2,30,0,0,-2.9000000000000004
2011,1,18,3,30,0,0,-3.2
2011,1,18,4,30,0,0,-3.7
2011,1,18,5,30,0,0,-4.1000000000000005
2011,1,18,6,30,0,0,-4.5
2011,1,18,7,30,0,0,-4.7
2011,1,18,8,30,0,0,-4.9
2011,1,18,9,30,0,0,-5.2
2011,1,18,10,30,0,0,-5.800000000000001
2011,1,18,11,30,0,0,-6.2
2011,1,18,12,30,0,0,-6.5
2011,1,18,13,30,0,0,-6.5
2011,1,18,14,30,0,0,-5.4
2011,1,18,15,30,81,23,-3.7
2011,1,18,16,30,40,923,-2.1
2011,1,18,17,30,44,989,-1
2011,1,18,18,30,47,1016,-0.4
2011,1,18,19,30,48,1020,-0.1
2011,1,18,20,30,280,80,-0.2
2011,1,18,21,30,183,297,-0.7000000000000001
2011,1,18,22,30,124,230,-2.1
2011,1,18,23,30,25,1,-3.5
2011,1,19,0,30,0,0,-4.2
2011,1,19,1,30,0,0,-4.6000000000000005
2011,1,19,2,30,0,0,-5.2
2011,1,19,3,30,0,0,-5.7
2011,1,19,4,30,0,0,-6.1000000000000005
2011,1,19,5,30,0,0,-6.4
2011,1,19,6,30,0,0,-6.800000000000001
2011,1,19,7,30,0,0,-7
2011,1,19,8,30,0,0,-7.2
2011,1,19,9,30,0,0,-7.300000000000001
2011,1,19,10,30,0,0,-7.1000000000000005
2011,1,19,11,30,0,0,-6.800000000000001
2011,1,19,12,30,0,0,-6.4
2011,1,19,13,30,0,0,-5.9
2011,1,19,14,30,4,0,-4.800000000000001
2011,1,19,15,30,12,0,-3.3000000000000003
2011,1,19,16,30,27,0,-2.1
2011,1,19,17,30,183,29,-1.7000000000000002
2011,1,19,18,30,298,157,-2.2
2011,1,19,19,30,170,10,-3.2
2011,1,19,20,30,138,6,-4.5
2011,1,19,21,30,23,0,-5.7
2011,1,19,22,30,89,9,-7.2
2011,1,19,23,30,22,0,-8.8
2011,1,20,0,30,0,0,-10.100000000000001
2011,1,20,1,30,0,0,-11.100000000000001
2011,1,20,2,30,0,0,-11.8
2011,1,20,3,30,0,0,-12.4
2011,1,20,4,30,0,0,-13
2011,1,20,5,30,0,0,-13.9
2011,1,20,6,30,0,0,-15
2011,1,20,7,30,0,0,-16.1
2011,1,20,8,30,0,0,-16.900000000000002
2011,1,20,9,30,0,0,-17
2011,1,20,10,30,0,0,-16.6
2011,1,20,11,30,0,0,-15.9
2011,1,20,12,30,0,0,-15.5
2011,1,20,13,30,0,0,-15.3
2011,1,20,14,30,6,0,-14.4
2011,1,20,15,30,34,816,-12.5
2011,1,20,16,30,47,958,-10.3
2011,1,20,17,30,54,1020,-8.6
2011,1,20,18,30,56,1051,-7.5
2011,1,20,19,30,55,1042,-6.800000000000001
2011,1,20,20,30,53,1026,-6.6000000000000005
2011,1,20,21,30,49,980,-6.7
2011,1,20,22,30,164,95,-7.5
2011,1,20,23,30,38,1,-8.5
2011,1,21,0,30,0,0,-8.9
2011,1,21,1,30,0,0,-8.9
2011,1,21,2,30,0,0,-9
2011,1,21,3,30,0,0,-8.9
2011,1,21,4,30,0,0,-8.9
2011,1,21,5,30,0,0,-8.9
2011,1,21,6,30,0,0,-8.8
2011,1,21,7,30,0,0,-8.700000000000001
2011,1,21,8,30,0,0,-8.5
2011,1,21,9,30,0,0,-8.3
2011,1,21,10,30,0,0,-8.200000000000001
2011,1,21,11,30,0,0,-8.200000000000001
2011,1,21,12,30,0,0,-8.4
2011,1,21,13,30,0,0,-8.6
2011,1,21,14,30,5,0,-8.200000000000001
2011,1,21,15,30,20,0,-7.1000000000000005
2011,1,21,16,30,205,7,-5.9
2011,1,21,17,30,338,47,-4.800000000000001
2011,1,21,18,30,371,32,-4.2
2011,1,21,19,30,399,41,-3.9000000000000004
2011,1,21,20,30,381,123,-3.9000000000000004
2011,1,21,21,30,55,987,-4.5
2011,1,21,22,30,44,890,-5.800000000000001
2011,1,21,23,30,25,637,-7.4
2011,1,22,0,30,0,0,-8.3
2011,1,22,1,30,0,0,-8.700000000000001
2011,1,22,2,30,0,0,-9
2011,1,22,3,30,0,0,-9
2011,1,22,4,30,0,0,-8.6
2011,1,22,5,30,0,0,-8.200000000000001
2011,1,22,6,30,0,0,-7.6000000000000005
2011,1,22,7,30,0,0,-6.9
2011,1,22,8,30,0,0,-6.300000000000001
2011,1,22,9,30,0,0,-5.800000000000001
2011,1,22,10,30,0,0,-5.2
2011,1,22,11,30,0,0,-4.800000000000001
2011,1,22,12,30,0,0,-4.800000000000001
2011,1,22,13,30,0,0,-5.1000000000000005
2011,1,22,14,30,7,0,-4.6000000000000005
2011,1,22,15,30,22,0,-3.7
2011,1,22,16,30,44,0,-3.4000000000000004
2011,1,22,17,30,20,0,-3.5
2011,1,22,18,30,170,1,-3.7
2011,1,22,19,30,347,271,-3.8000000000000003
2011,1,22,20,30,309,56,-4.2
2011,1,22,21,30,265,152,-4.7
2011,1,22,22,30,143,313,-5.800000000000001
2011,1,22,23,30,50,3,-7.2
2011,1,23,0,30,0,0,-8.1
2011,1,23,1,30,0,0,-8.4
2011,1,23,2,30,0,0,-8.8
2011,1,23,3,30,0,0,-9.200000000000001
2011,1,23,4,30,0,0,-9.700000000000001
2011,1,23,5,30,0,0,-10.3
2011,1,23,6,30,0,0,-10.9
2011,1,23,7,30,0,0,-11.8
2011,1,23,8,30,0,0,-12.8
2011,1,23,9,30,0,0,-13.5
2011,1,23,10,30,0,0,-13.8
2011,1,23,11,30,0,0,-14
2011,1,23,12,30,0,0,-14
2011,1,23,13,30,0,0,-13.600000000000001
2011,1,23,14,30,9,0,-12.100000000000001
2011,1,23,15,30,38,810,-9.5
2011,1,23,16,30,251,112,-7.300000000000001
2011,1,23,17,30,235,11,-6.1000000000000005
2011,1,23,18,30,158,1,-5.300000000000001
2011,1,23,19,30,204,2,-5
2011,1,23,20,30,215,4,-5.1000000000000005
2011,1,23,21,30,118,1,-5.5
2011,1,23,22,30,45,873,-6.2
2011,1,23,23,30,33,0,-7.1000000000000005
2011,1,24,0,30,0,0,-7.7
2011,1,24,1,30,0,0,-8.1
2011,1,24,2,30,0,0,-8.5
2011,1,24,3,30,0,0,-8.9
2011,1,24,4,30,0,0,-9.3
2011,1,24,5,30,0,0,-9.3
2011,1,24,6,30,0,0,-9.1
2011,1,24,7,30,0,0,-9.1
2011,1,24,8,30,0,0,-9.3
2011,1,24,9,30,0,0,-9.5
2011,1,24,10,30,0,0,-9.4
2011,1,24,11,30,0,0,-9.5
2011,1,24,12,30,0,0,-9.9
2011,1,24,13,30,0,0,-10.5
2011,1,24,14,30,9,0,-10.200000000000001
2011,1,24,15,30,36,813,-8.700000000000001
2011,1,24,16,30,214,175,-7.4
2011,1,24,17,30,251,1,-6.6000000000000005
2011,1,24,18,30,367,268,-6.2
2011,1,24,19,30,57,1055,-6
2011,1,24,20,30,377,169,-6.300000000000001
2011,1,24,21,30,54,991,-6.9
2011,1,24,22,30,43,898,-8.3
2011,1,24,23,30,26,666,-11
2011,1,25,0,30,0,0,-13.200000000000001
2011,1,25,1,30,0,0,-14.200000000000001
2011,1,25,2,30,0,0,-14.700000000000001
2011,1,25,3,30,0,0,-14.8
2011,1,25,4,30,0,0,-14.700000000000001
2011,1,25,5,30,0,0,-14.600000000000001
2011,1,25,6,30,0,0,-14.5
2011,1,25,7,30,0,0,-14.200000000000001
2011,1,25,8,30,0,0,-13.8
2011,1,25,9,30,0,0,-13.5
2011,1,25,10,30,0,0,-13.3
2011,1,25,11,30,0,0,-12.9
2011,1,25,12,30,0,0,-12.4
2011,1,25,13,30,0,0,-11.9
2011,1,25,14,30,12,0,-10.9
2011,1,25,15,30,35,0,-9
2011,1,25,16,30,104,1,-6.800000000000001
2011,1,25,17,30,254,18,-5
2011,1,25,18,30,308,21,-4
2011,1,25,19,30,243,5,-3.8000000000000003
2011,1,25,20,30,310,33,-4
2011,1,25,21,30,255,118,-4.6000000000000005
2011,1,25,22,30,109,6,-5.6000000000000005
2011,1,25,23,30,34,0,-6.7
2011,1,26,0,30,0,0,-7.4
