Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,475414,-,-,-,40.13,-105.34,0,2375,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.1.2.dev4+g3b38bc8.d20250228
Year,Month,Day,Hour,Minute,DHI,DNI,Temperature
2019,1,1,0,30,0,0,-17.400000000000002
2019,1,1,1,30,0,0,-18
2019,1,1,2,30,0,0,-18.6
2019,1,1,3,30,0,0,-19.1
2019,1,1,4,30,0,0,-19.400000000000002
2019,1,1,5,30,0,0,-19.5
2019,1,1,6,30,0,0,-19.6
2019,1,1,7,30,0,0,-19.400000000000002
2019,1,1,8,30,0,0,-19.1
2019,1,1,9,30,0,0,-19
2019,1,1,10,30,0,0,-18.900000000000002
2019,1,1,11,30,0,0,-18.900000000000002
2019,1,1,12,30,0,0,-18.900000000000002
2019,1,1,13,30,0,0,-18.8
2019,1,1,14,30,5,0,-18.1
2019,1,1,15,30,87,37,-16.2
2019,1,1,16,30,103,654,-13.600000000000001
2019,1,1,17,30,209,456,-11.5
2019,1,1,18,30,180,668,-10
2019,1,1,19,30,75,967,-8.9
2019,1,1,20,30,129,727,-8.4
2019,1,1,21,30,53,908,-8.700000000000001
2019,1,1,22,30,40,765,-10.3
2019,1,1,23,30,17,300,-12.8
2019,1,2,0,30,0,0,-14.5
2019,1,2,1,30,0,0,-15
2019,1,2,2,30,0,0,-15.200000000000001
2019,1,2,3,30,0,0,-15.4
2019,1,2,4,30,0,0,-15.8
2019,1,2,5,30,0,0,-16.1
